Category,H2H,Market,Type,Odds,TrueProb,EV_pct,HitFreq
league_en,NOT - FUL,HT CS 1-0,HTCS,4.44,0.23707533234859676,5.26,1 in 4
league_en,MNU - TOT,HT CS 2-1,HTCS,16.0,0.06577974870657798,5.25,1 in 15
league_en,MNC - NEW,CS 0-2,CS,16.7,0.06300963676797627,5.23,1 in 15
league_en,TOT - WHU,CS 2-0,CS,17.0,0.06190125276344879,5.23,1 in 16
league_en,LIV - WHU,HT/FT 1/2,HTFT,75.6,0.01391941391941392,5.23,1 in 71
league_en,NOT - LIV,Over 3.5,OU,3.06,0.3438880706921944,5.23,1 in 2
league_en,WOL - ARS,Over 3.5,OU,3.25,0.3237250554323725,5.21,1 in 3
league_en,LEE - FUL,CS 2-3,CS,38.5,0.027326440177252585,5.21,1 in 36
league_en,NOT - BRE,HT/FT 2/1,HTFT,50.8,0.020710059171597635,5.21,1 in 48
league_en,MNC - MNU,Exact 6,ExactGoals,19.5,0.05395417590539542,5.21,1 in 18
league_en,BRE - MNC,HT CS 3-0,HTCS,41.9,0.025110782865583457,5.21,1 in 39
league_en,FUL - TOT,HT/FT 1/2,HTFT,84.6,0.012435991221653255,5.21,1 in 80
league_en,FUL - WOL,CS 3-0,CS,37.4,0.028127313101406367,5.2,1 in 35
league_en,MNC - WOL,HT/FT 1/1,HTFT,3.61,0.29142011834319526,5.2,1 in 3
league_en,LIV - BOU,HT CS 0-3,HTCS,356.0,0.0029542097488921715,5.17,1 in 338
league_en,NOT - LEE,CS 0-4,CS,285.0,0.0036900369003690036,5.17,1 in 271
league_en,CRY - BUR,CS 1-0,CS,10.7,0.09828741623231571,5.17,1 in 10
league_en,BRE - FUL,CS 1-2,CS,15.5,0.06784660766961652,5.16,1 in 14
league_en,TOT - LEE,HT/FT X/1,HTFT,7.91,0.1329394387001477,5.16,1 in 7
league_en,LEE - NOT,HT/FT 1/X,HTFT,14.3,0.07352941176470588,5.15,1 in 13
league_en,LIV - TOT,HT CS 0-1,HTCS,10.4,0.1011070110701107,5.15,1 in 9
league_en,MNU - LIV,CS 5-0,CS,477.0,0.002204261572373255,5.14,1 in 453
league_en,LIV - MNC,HT CS 1-2,HTCS,20.6,0.05103550295857988,5.13,1 in 19
league_en,BOU - WHU,HT/FT 1/1,HTFT,4.66,0.22556943423952977,5.12,1 in 4
league_en,BRE - AST,Exact 1,ExactGoals,5.49,0.19145802650957292,5.11,1 in 5
league_en,CHE - MNC,HT CS 0-2,HTCS,28.4,0.037009622501850484,5.11,1 in 27
league_en,LEE - NEW,HT/FT 2/1,HTFT,54.9,0.01914580265095729,5.11,1 in 52
league_en,FUL - BRE,HT/FT X/1,HTFT,10.2,0.10303928836174944,5.1,1 in 9
league_en,LEE - EVE,Draw,1X2,3.03,0.34683357879234167,5.09,1 in 2
league_en,SUN - AST,HT/FT X/2,HTFT,7.4,0.14201183431952663,5.09,1 in 7
league_en,AST - WOL,HT CS 0-2,HTCS,18.6,0.05649303008070433,5.08,1 in 17
league_en,ARS - NOT,CS 4-1,CS,33.8,0.031088082901554404,5.08,1 in 32
league_en,CHE - WHU,Exact 6,ExactGoals,15.5,0.06779661016949153,5.08,1 in 14
league_en,ARS - LIV,HT/FT 1/X,HTFT,13.7,0.07669616519174041,5.07,1 in 13
league_en,MNC - CHE,CS 3-2,CS,52.8,0.01989683124539425,5.06,1 in 50
league_en,BOU - BHA,HT/FT 2/X,HTFT,15.1,0.0695780903034789,5.06,1 in 14
league_en,MNC - WHU,CS 2-1,CS,8.91,0.11790714812085483,5.06,1 in 8
