league,match_name,outcome,mu_phat,fair_prob,raw_odds,mu_edge,bin17_edge,bin27_edge,min_edge,state_17_id,state_27_id,oos_roi,oos_t_stat,n_train,n_test
league_es,BET - BAR,o_u_2_5_ov_val,0.512376,0.2088,4.79,0.303576,0.254969,0.325317,0.254969,STATE_17_08,STATE_27_26,0.833628,10.433,1979.0,849.0
league_es,BET - BAR,o_u_1_5_ov_val,0.747878,0.4717,2.12,0.276178,0.245324,0.302319,0.245324,STATE_17_08,STATE_27_26,0.318445,9.026,1979.0,849.0
league_es,VAL - ELC,o_u_2_5_ov_val,0.437213,0.2217,4.51,0.215513,0.22755,0.252184,0.215513,STATE_17_03,STATE_27_10,0.583015,7.892,1978.0,849.0
league_es,BET - BAR,gg_ng_gg_val,0.546322,0.2933,3.41,0.253022,0.213241,0.27241,0.213241,STATE_17_08,STATE_27_26,0.478068,8.243,1979.0,849.0
league_es,VAL - ELC,o_u_1_5_ov_val,0.699328,0.4878,2.05,0.211528,0.228327,0.245207,0.211528,STATE_17_03,STATE_27_10,0.238693,6.938,1978.0,849.0
league_en,NOT - ARS,double_chance_1x_val,0.568045,0.3546,2.82,0.213445,0.20034,0.231255,0.20034,STATE_17_03,STATE_27_09,0.371802,7.686,1980.0,849.0
league_en,FUL - ARS,double_chance_1x_val,0.550462,0.3546,2.82,0.195862,0.20034,0.231255,0.195862,STATE_17_03,STATE_27_09,0.338249,6.982,1969.0,845.0
league_es,GET - ATH,o_u_1_5_ov_val,0.661125,0.4717,2.12,0.189425,0.202811,0.244646,0.189425,STATE_17_21,STATE_27_08,0.163628,4.52,1978.0,849.0
league_it,CAG - INT,double_chance_1x_val,0.401132,0.1992,5.02,0.201932,0.194533,0.184185,0.184185,STATE_17_08,STATE_27_18,0.584641,7.301,1978.0,849.0
league_es,GET - ATH,o_u_2_5_ov_val,0.391935,0.2088,4.79,0.183135,0.196844,0.243747,0.183135,STATE_17_21,STATE_27_08,0.438693,5.821,1978.0,849.0
league_es,OSA - GET,o_u_1_5_ov_val,0.66419,0.4762,2.1,0.18799,0.180898,0.186563,0.180898,STATE_17_05,STATE_27_01,0.201061,5.635,1978.0,848.0
league_es,ESP - ALV,o_u_1_5_ov_val,0.653696,0.4762,2.1,0.177496,0.21821,0.186563,0.177496,STATE_17_02,STATE_27_01,0.209541,5.883,1978.0,849.0
league_en,BRE - ARS,double_chance_1x_val,0.577959,0.4016,2.49,0.176359,0.187631,0.203258,0.176359,STATE_17_09,STATE_27_07,0.155336,3.641,1975.0,847.0
league_es,BET - BAR,o_u_3_5_ov_val,0.284653,0.0741,13.5,0.210553,0.174565,0.234397,0.174565,STATE_17_08,STATE_27_26,1.464664,8.183,1979.0,849.0
league_es,OSA - GET,o_u_2_5_ov_val,0.386412,0.2123,4.71,0.174112,0.177651,0.183442,0.174112,STATE_17_05,STATE_27_01,0.416333,5.613,1978.0,848.0
league_en,LEE - ARS,double_chance_1x_val,0.562544,0.3546,2.82,0.207944,0.20034,0.170752,0.170752,STATE_17_03,STATE_27_05,0.351598,7.255,1969.0,845.0
league_es,OSA - ATH,o_u_1_5_ov_val,0.647205,0.4785,2.09,0.168705,0.196011,0.194351,0.168705,STATE_17_21,STATE_27_09,0.200271,5.643,1978.0,848.0
league_es,OSA - ATH,o_u_2_5_ov_val,0.383227,0.2155,4.64,0.167727,0.190144,0.190821,0.167727,STATE_17_21,STATE_27_09,0.543019,7.234,1978.0,848.0
league_es,ESP - ALV,o_u_2_5_ov_val,0.377786,0.2123,4.71,0.165486,0.215007,0.183442,0.165486,STATE_17_02,STATE_27_01,0.381378,5.182,1978.0,849.0
league_es,VAL - ELC,gg_ng_gg_val,0.456314,0.2933,3.41,0.163014,0.18813,0.204806,0.163014,STATE_17_03,STATE_27_10,0.325442,5.705,1978.0,849.0
league_it,INT - GEN,o_u_3_5_un_val,0.651344,0.4902,2.04,0.161144,0.157785,0.175644,0.157785,STATE_17_14,STATE_27_04,0.189399,5.487,1979.0,849.0
league_en,ARS - NOT,double_chance_x2_val,0.443218,0.2865,3.49,0.156718,0.171605,0.180021,0.156718,STATE_17_08,STATE_27_03,0.345492,5.905,1966.0,843.0
league_it,COM - LAZ,1x2_2_val,0.377652,0.2222,4.5,0.155452,0.175261,0.159728,0.155452,STATE_17_12,STATE_27_09,0.425795,5.926,1979.0,849.0
league_it,COM - GEN,double_chance_x2_val,0.555359,0.3953,2.53,0.160059,0.155405,0.183341,0.155405,STATE_17_02,STATE_27_01,0.20987,4.839,1978.0,849.0
league_en,NOT - TOT,1x2_1_val,0.437367,0.2825,3.54,0.154867,0.173306,0.153901,0.153901,STATE_17_01,STATE_27_01,0.114599,2.03,1978.0,848.0
league_it,LAZ - SAS,1x2_1_val,0.587549,0.4348,2.3,0.152749,0.172228,0.155107,0.152749,STATE_17_04,STATE_27_11,0.1649,4.178,1978.0,849.0
league_en,AST - ARS,double_chance_1x_val,0.66879,0.5155,1.94,0.15329,0.164777,0.152586,0.152586,STATE_17_07,STATE_27_08,0.109552,3.323,1978.0,848.0
league_es,VAL - ELC,o_u_3_5_ov_val,0.232402,0.0813,12.3,0.151102,0.155442,0.175946,0.151102,STATE_17_03,STATE_27_10,1.158657,7.216,1978.0,849.0
league_es,ESP - ALV,gg_ng_gg_val,0.451008,0.3003,3.33,0.150708,0.190372,0.160537,0.150708,STATE_17_02,STATE_27_01,0.361025,6.426,1978.0,849.0
league_es,GET - ATH,gg_ng_gg_val,0.443933,0.2933,3.41,0.150633,0.177081,0.204546,0.150633,STATE_17_21,STATE_27_08,0.188881,3.387,1978.0,849.0
league_en,CHE - ARS,1x2_1_val,0.434351,0.2841,3.52,0.150251,0.209725,0.17032,0.150251,STATE_17_05,STATE_27_04,0.119243,2.116,1972.0,846.0
league_es,OSA - GET,gg_ng_gg_val,0.45046,0.3003,3.33,0.15016,0.151626,0.160537,0.15016,STATE_17_05,STATE_27_01,0.319434,5.711,1978.0,848.0
league_es,OSA - ATH,gg_ng_gg_val,0.45506,0.3049,3.28,0.15016,0.165481,0.165374,0.15016,STATE_17_21,STATE_27_09,0.334434,6.044,1978.0,848.0
league_it,COM - PAR,double_chance_x2_val,0.549186,0.4049,2.47,0.144286,0.145805,0.173741,0.144286,STATE_17_02,STATE_27_01,0.159269,3.763,1978.0,848.0
league_en,LIV - TOT,1x2_1_val,0.62305,0.4444,2.25,0.17865,0.143562,0.159288,0.143562,STATE_17_04,STATE_27_19,0.171488,4.44,1973.0,847.0
league_it,BOL - SAS,o_u_2_5_ov_val,0.451362,0.3135,3.19,0.137862,0.170063,0.190063,0.137862,STATE_17_02,STATE_27_05,0.288775,5.375,1978.0,849.0
league_it,INT - GEN,o_u_2_5_un_val,0.408769,0.271,3.69,0.137769,0.147752,0.167817,0.137769,STATE_17_14,STATE_27_04,0.260424,4.336,1979.0,849.0
league_it,PAR - INT,double_chance_1x_val,0.415428,0.2463,4.06,0.169128,0.147433,0.137085,0.137085,STATE_17_08,STATE_27_18,0.37408,5.67,1978.0,848.0
league_it,PAR - NAP,double_chance_1x_val,0.404105,0.2463,4.06,0.157805,0.147433,0.137085,0.137085,STATE_17_08,STATE_27_18,0.302264,4.645,1978.0,848.0
league_it,GEN - NAP,double_chance_1x_val,0.392074,0.2463,4.06,0.145774,0.147433,0.137085,0.137085,STATE_17_08,STATE_27_18,0.335778,5.126,1978.0,848.0
league_it,GEN - INT,double_chance_1x_val,0.406936,0.2463,4.06,0.160636,0.147433,0.137085,0.137085,STATE_17_08,STATE_27_18,0.283113,4.368,1978.0,848.0
league_en,BOU - NOT,1x2_2_val,0.330728,0.1942,5.15,0.136528,0.151561,0.137822,0.136528,STATE_17_02,STATE_27_02,0.261598,3.433,1970.0,845.0
league_it,INT - GEN,double_chance_x2_val,0.344413,0.2028,4.93,0.141613,0.135703,0.166804,0.135703,STATE_17_14,STATE_27_04,0.277503,3.743,1979.0,849.0
league_es,RAY - ATH,1x2_2_val,0.486735,0.3378,2.96,0.148935,0.183987,0.135633,0.135633,STATE_17_07,STATE_27_08,0.283015,5.622,1978.0,849.0
league_en,BRE - ARS,1x2_1_val,0.298724,0.1642,6.09,0.134524,0.136937,0.14798,0.134524,STATE_17_09,STATE_27_07,0.229504,2.732,1975.0,847.0
league_en,NEW - ARS,double_chance_1x_val,0.649272,0.5155,1.94,0.133772,0.164777,0.152586,0.133772,STATE_17_07,STATE_27_08,0.125934,3.826,1971.0,846.0
league_it,BOL - SAS,o_u_1_5_ov_val,0.720906,0.5882,1.7,0.132706,0.150304,0.167758,0.132706,STATE_17_02,STATE_27_05,0.143345,5.235,1978.0,849.0
league_es,RAY - VIL,1x2_2_val,0.472045,0.3378,2.96,0.134245,0.132338,0.135633,0.132338,STATE_17_08,STATE_27_08,0.193774,3.886,1978.0,848.0
league_en,AST - ARS,1x2_1_val,0.374027,0.2404,4.16,0.133627,0.145446,0.13219,0.13219,STATE_17_07,STATE_27_08,0.241132,3.689,1978.0,848.0
league_it,LEC - NAP,1x2_2_val,0.738946,0.6024,1.66,0.136546,0.131971,0.142885,0.131971,STATE_17_17,STATE_27_19,0.159458,6.099,1978.0,849.0
league_en,NOT - ARS,1x2_1_val,0.29445,0.1314,7.61,0.16305,0.130428,0.149169,0.130428,STATE_17_03,STATE_27_09,0.95404,8.362,1980.0,849.0
league_en,BOU - FUL,1x2_2_val,0.324344,0.1942,5.15,0.130144,0.151561,0.137822,0.130144,STATE_17_02,STATE_27_02,0.193144,2.586,1972.0,846.0
league_it,COM - LAZ,double_chance_x2_val,0.648161,0.5181,1.93,0.130061,0.148158,0.134757,0.130061,STATE_17_12,STATE_27_09,0.143451,4.407,1979.0,849.0
league_es,GET - ATH,o_u_3_5_ov_val,0.204811,0.0741,13.5,0.130711,0.130029,0.165317,0.130029,STATE_17_21,STATE_27_08,1.067138,6.396,1978.0,849.0
league_it,CAG - INT,o_u_2_5_un_val,0.43792,0.3058,3.27,0.13212,0.139643,0.127958,0.127958,STATE_17_08,STATE_27_18,0.18629,3.452,1978.0,849.0
league_it,CAG - INT,o_u_3_5_un_val,0.660771,0.5319,1.88,0.128871,0.139857,0.127573,0.127573,STATE_17_08,STATE_27_18,0.104971,3.305,1978.0,849.0
league_en,ARS - FUL,double_chance_x2_val,0.43646,0.2865,3.49,0.14996,0.125538,0.137697,0.125538,STATE_17_04,STATE_27_06,0.321097,5.524,1977.0,848.0
league_en,FUL - ARS,1x2_1_val,0.256574,0.1314,7.61,0.125174,0.130428,0.149169,0.125174,STATE_17_03,STATE_27_09,0.549018,5.209,1969.0,845.0
league_es,RAY - BAR,o_u_2_5_ov_val,0.499646,0.3745,2.67,0.125146,0.155358,0.15155,0.125146,STATE_17_15,STATE_27_29,0.1353,2.987,1979.0,849.0
league_it,INT - CAG,double_chance_x2_val,0.327202,0.2028,4.93,0.124402,0.135703,0.133065,0.124402,STATE_17_14,STATE_27_15,0.341378,4.534,1978.0,849.0
league_en,EVE - ARS,double_chance_1x_val,0.543679,0.4016,2.49,0.142079,0.15334,0.123752,0.123752,STATE_17_03,STATE_27_05,0.234686,5.48,1971.0,845.0
league_en,CRY - ARS,double_chance_1x_val,0.551064,0.4016,2.49,0.149464,0.15334,0.123752,0.123752,STATE_17_03,STATE_27_05,0.146517,3.436,1973.0,847.0
league_it,INT - CAG,o_u_3_5_un_val,0.613017,0.4902,2.04,0.122817,0.157785,0.152684,0.122817,STATE_17_14,STATE_27_15,0.088481,2.533,1978.0,849.0
league_en,ARS - AST,double_chance_x2_val,0.574271,0.4237,2.36,0.150571,0.120494,0.12188,0.120494,STATE_17_01,STATE_27_04,0.161846,3.987,1969.0,845.0
league_en,ARS - NEW,double_chance_x2_val,0.565771,0.4237,2.36,0.142071,0.120494,0.12188,0.120494,STATE_17_01,STATE_27_04,0.097998,2.426,1979.0,849.0
league_en,NEW - ARS,1x2_1_val,0.360667,0.2404,4.16,0.120267,0.145446,0.13219,0.120267,STATE_17_07,STATE_27_08,0.253901,3.869,1971.0,846.0
league_it,COM - GEN,1x2_2_val,0.28723,0.1546,6.47,0.13263,0.120069,0.136858,0.120069,STATE_17_02,STATE_27_01,0.425077,4.619,1978.0,849.0
league_it,INT - CAG,o_u_2_5_un_val,0.388751,0.271,3.69,0.117751,0.147752,0.146549,0.117751,STATE_17_14,STATE_27_15,0.156113,2.658,1978.0,849.0
league_en,ARS - CHE,double_chance_x2_val,0.637331,0.4975,2.01,0.139831,0.116654,0.12991,0.116654,STATE_17_07,STATE_27_08,0.081028,2.352,1972.0,846.0
league_es,OSA - GET,o_u_3_5_ov_val,0.191083,0.0763,13.1,0.114783,0.117793,0.121973,0.114783,STATE_17_05,STATE_27_01,0.88467,5.603,1978.0,848.0
league_en,SUN - ARS,double_chance_1x_val,0.503549,0.3546,2.82,0.148949,0.114237,0.153445,0.114237,STATE_17_11,STATE_27_20,0.133333,2.805,1972.0,846.0
league_en,LEE - ARS,1x2_1_val,0.253021,0.1314,7.61,0.121621,0.130428,0.113201,0.113201,STATE_17_03,STATE_27_05,0.576036,5.43,1969.0,845.0
league_en,BOU - LIV,1x2_2_val,0.544165,0.4184,2.39,0.125765,0.112763,0.12361,0.112763,STATE_17_11,STATE_27_13,0.299527,7.318,1973.0,846.0
league_es,OSA - ATH,o_u_3_5_ov_val,0.189667,0.0775,12.9,0.112167,0.126629,0.126632,0.112167,STATE_17_21,STATE_27_09,0.886321,5.663,1978.0,848.0
league_es,ESP - ALV,o_u_3_5_ov_val,0.187478,0.0763,13.1,0.111178,0.145355,0.121973,0.111178,STATE_17_02,STATE_27_01,0.85159,5.437,1978.0,849.0
league_es,RAY - VAL,1x2_2_val,0.378493,0.2681,3.73,0.110393,0.144781,0.125706,0.110393,STATE_17_01,STATE_27_03,0.282874,4.652,1978.0,849.0
league_it,BOL - SAS,o_u_3_5_ov_val,0.245136,0.1361,7.35,0.109036,0.130076,0.145123,0.109036,STATE_17_02,STATE_27_05,0.471731,4.673,1978.0,849.0
league_it,INT - GEN,o_u_4_5_un_val,0.828147,0.7194,1.39,0.108747,0.111113,0.122414,0.108747,STATE_17_14,STATE_27_04,0.075654,3.791,1979.0,849.0
league_en,NOT - BOU,1x2_1_val,0.481547,0.3472,2.88,0.134347,0.108606,0.158422,0.108606,STATE_17_01,STATE_27_10,0.205106,4.199,1972.0,846.0
league_es,RAY - BAR,o_u_3_5_ov_val,0.282532,0.1754,5.7,0.107132,0.126004,0.125213,0.107132,STATE_17_15,STATE_27_29,0.248763,3.074,1979.0,849.0
league_it,ATA - LAZ,1x2_2_val,0.330502,0.216,4.63,0.114502,0.103433,0.118966,0.103433,STATE_17_13,STATE_27_14,0.332217,4.616,1978.0,848.0
league_es,RAY - CEL,1x2_2_val,0.423063,0.2907,3.44,0.132363,0.122181,0.103106,0.103106,STATE_17_01,STATE_27_03,0.304688,5.319,1978.0,849.0
league_es,ATH - RAY,1x2_1_val,0.588256,0.4762,2.1,0.112056,0.140923,0.102966,0.102966,STATE_17_12,STATE_27_05,0.165018,4.607,1978.0,849.0
league_it,BOL - SAS,gg_ng_gg_val,0.505483,0.4032,2.48,0.102283,0.124029,0.132023,0.102283,STATE_17_02,STATE_27_05,0.191802,4.51,1978.0,849.0
league_es,RAY - ATH,double_chance_x2_val,0.78104,0.6579,1.52,0.12314,0.138322,0.099749,0.099749,STATE_17_07,STATE_27_08,0.097479,4.171,1978.0,849.0
league_en,LIV - BOU,1x2_1_val,0.665484,0.5405,1.85,0.124984,0.109423,0.099331,0.099331,STATE_17_10,STATE_27_11,0.082447,2.631,1973.0,846.0
league_it,COM - PAR,1x2_2_val,0.249115,0.1517,6.59,0.097415,0.122969,0.139758,0.097415,STATE_17_02,STATE_27_01,0.352193,3.854,1978.0,848.0
league_es,CEL - RAY,1x2_1_val,0.502299,0.4049,2.47,0.097399,0.118727,0.10869,0.097399,STATE_17_03,STATE_27_15,0.117173,2.777,1978.0,849.0
league_it,GEN - COM,double_chance_1x_val,0.640481,0.5435,1.84,0.096981,0.104409,0.105696,0.096981,STATE_17_01,STATE_27_02,0.074057,2.378,1978.0,848.0
league_en,TOT - LIV,1x2_2_val,0.499468,0.3484,2.87,0.151068,0.09666,0.126248,0.09666,STATE_17_03,STATE_27_05,0.234846,4.807,1971.0,846.0
league_it,CAG - INT,1x2_x_val,0.247612,0.1284,7.79,0.119212,0.098117,0.095151,0.095151,STATE_17_08,STATE_27_18,0.541484,5.084,1978.0,849.0
league_it,COM - CAG,double_chance_x2_val,0.530078,0.4032,2.48,0.126878,0.147505,0.094809,0.094809,STATE_17_02,STATE_27_13,0.123019,2.902,1978.0,848.0
league_es,RAY - VAL,double_chance_x2_val,0.675982,0.5814,1.72,0.094582,0.124878,0.104709,0.094582,STATE_17_01,STATE_27_03,0.085889,3.016,1978.0,849.0
league_it,CAG - COM,1x2_1_val,0.338168,0.2179,4.59,0.120268,0.11459,0.093714,0.093714,STATE_17_16,STATE_27_07,0.35159,4.897,1978.0,849.0
league_it,ATA - COM,1x2_1_val,0.501061,0.4082,2.45,0.092861,0.106925,0.159054,0.092861,STATE_17_06,STATE_27_08,0.108127,2.584,1979.0,849.0
league_it,COM - ROM,1x2_2_val,0.469943,0.3571,2.8,0.112843,0.092835,0.118664,0.092835,STATE_17_03,STATE_27_06,0.180683,3.807,1979.0,849.0
league_en,BHA - ARS,double_chance_1x_val,0.565248,0.463,2.16,0.102248,0.09194,0.122855,0.09194,STATE_17_03,STATE_27_09,0.122078,3.292,1973.0,847.0
league_it,LAZ - COM,1x2_1_val,0.491154,0.3846,2.6,0.106554,0.130525,0.09148,0.09148,STATE_17_06,STATE_27_05,0.177358,3.991,1978.0,848.0
league_es,RAY - BAR,o_u_1_5_ov_val,0.749293,0.6579,1.52,0.091393,0.116325,0.113147,0.091393,STATE_17_15,STATE_27_29,0.070624,2.967,1979.0,849.0
league_it,CAG - GEN,o_u_2_5_ov_val,0.403397,0.3135,3.19,0.089897,0.122786,0.122481,0.089897,STATE_17_05,STATE_27_10,0.19625,3.701,1978.0,848.0
league_en,ARS - NOT,1x2_2_val,0.189035,0.099,10.1,0.090035,0.089045,0.098234,0.089045,STATE_17_08,STATE_27_03,0.665362,5.154,1966.0,843.0
league_es,RSO - RAY,1x2_1_val,0.52937,0.4348,2.3,0.09457,0.088827,0.095558,0.088827,STATE_17_03,STATE_27_10,0.103892,2.633,1978.0,848.0
league_it,INT - CAG,o_u_4_5_un_val,0.80757,0.7194,1.39,0.08817,0.111113,0.10943,0.08817,STATE_17_14,STATE_27_15,0.047821,2.327,1978.0,849.0
league_it,CAG - INT,o_u_4_5_un_val,0.84648,0.7519,1.33,0.09458,0.093309,0.087965,0.087965,STATE_17_08,STATE_27_18,0.040188,2.133,1978.0,849.0
league_it,COM - FIO,1x2_2_val,0.352795,0.2481,4.03,0.104695,0.103991,0.086866,0.086866,STATE_17_01,STATE_27_14,0.259375,4.044,1978.0,848.0
league_it,CAG - INT,1x2_1_val,0.15352,0.0667,15.0,0.08682,0.100516,0.093134,0.08682,STATE_17_08,STATE_27_18,0.766784,4.621,1978.0,849.0
league_es,RAY - VIL,double_chance_x2_val,0.758316,0.6667,1.5,0.091616,0.086445,0.090949,0.086445,STATE_17_08,STATE_27_08,0.057783,2.46,1978.0,848.0
league_en,ARS - AST,1x2_2_val,0.292111,0.1661,6.02,0.126011,0.086219,0.090765,0.086219,STATE_17_01,STATE_27_04,0.389231,4.461,1969.0,845.0
league_en,ARS - NEW,1x2_2_val,0.275813,0.1661,6.02,0.109713,0.086219,0.090765,0.086219,STATE_17_01,STATE_27_04,0.205418,2.485,1979.0,849.0
league_es,OSA - RMA,o_u_2_5_ov_val,0.495757,0.3745,2.67,0.121257,0.103196,0.08616,0.08616,STATE_17_13,STATE_27_20,0.119576,2.645,1979.0,849.0
league_it,GEN - COM,1x2_1_val,0.336518,0.2513,3.98,0.085218,0.110437,0.107185,0.085218,STATE_17_01,STATE_27_02,0.178042,2.854,1978.0,848.0
league_it,LAZ - TOR,o_u_2_5_ov_val,0.493281,0.4082,2.45,0.085081,0.108582,0.090787,0.085081,STATE_17_06,STATE_27_13,0.111013,2.652,1979.0,849.0
league_es,RAY - BET,1x2_2_val,0.452263,0.3676,2.72,0.084663,0.102538,0.105833,0.084663,STATE_17_08,STATE_27_08,0.153357,3.324,1979.0,849.0
league_it,INT - GEN,o_u_1_5_un_val,0.18918,0.1048,9.54,0.08438,0.087892,0.096551,0.08438,STATE_17_14,STATE_27_04,0.483251,4.073,1979.0,849.0
league_es,BET - BAR,o_u_4_5_ov_val,0.127298,0.021,47.6,0.106298,0.084211,0.117488,0.084211,STATE_17_08,STATE_27_26,2.420024,5.736,1979.0,849.0
league_es,RAY - ALV,double_chance_x2_val,0.595895,0.4926,2.03,0.103295,0.109187,0.08374,0.08374,STATE_17_02,STATE_27_01,0.1323,3.821,1978.0,848.0
league_es,OSA - ELC,o_u_2_5_ov_val,0.428521,0.3067,3.26,0.121821,0.083251,0.089042,0.083251,STATE_17_05,STATE_27_01,0.114858,2.163,1978.0,848.0
league_en,BOU - NEW,1x2_2_val,0.433688,0.3311,3.02,0.102588,0.11396,0.083045,0.083045,STATE_17_03,STATE_27_09,0.148099,2.94,1973.0,847.0
league_es,RAY - ALV,1x2_2_val,0.286624,0.1919,5.21,0.094724,0.116038,0.082541,0.082541,STATE_17_02,STATE_27_01,0.327075,4.196,1978.0,848.0
league_es,CEL - BET,1x2_1_val,0.378493,0.2874,3.48,0.091093,0.087805,0.082444,0.082444,STATE_17_10,STATE_27_12,0.119011,2.133,1978.0,849.0
league_es,SEV - LEV,o_u_2_5_ov_val,0.388398,0.3067,3.26,0.081698,0.083251,0.089042,0.081698,STATE_17_05,STATE_27_01,0.109706,2.069,1978.0,849.0
league_it,COM - TOR,1x2_2_val,0.296886,0.1942,5.15,0.102686,0.080469,0.097258,0.080469,STATE_17_02,STATE_27_01,0.220696,2.934,1978.0,848.0
league_en,CRY - ARS,1x2_1_val,0.249291,0.1642,6.09,0.085091,0.097628,0.080401,0.080401,STATE_17_03,STATE_27_05,0.215124,2.572,1973.0,847.0
league_es,LEV - RAY,1x2_1_val,0.364698,0.2793,3.58,0.085398,0.084238,0.080081,0.080081,STATE_17_04,STATE_27_02,0.1849,3.198,1978.0,849.0
league_es,RAY - CEL,double_chance_x2_val,0.712416,0.6061,1.65,0.106316,0.100178,0.080009,0.080009,STATE_17_01,STATE_27_03,0.074735,2.769,1978.0,849.0
league_it,ATA - LAZ,double_chance_x2_val,0.601203,0.5076,1.97,0.093603,0.079947,0.098722,0.079947,STATE_17_13,STATE_27_14,0.080248,2.384,1978.0,848.0
league_es,ALV - RAY,1x2_1_val,0.361996,0.2825,3.54,0.079496,0.115713,0.09884,0.079496,STATE_17_02,STATE_27_04,0.177217,3.094,1978.0,848.0
league_es,RAY - RSO,1x2_2_val,0.409622,0.3145,3.18,0.095122,0.098381,0.079306,0.079306,STATE_17_01,STATE_27_03,0.108693,2.09,1978.0,849.0
league_it,LAZ - BOL,1x2_1_val,0.516449,0.3968,2.52,0.119649,0.118325,0.07928,0.07928,STATE_17_06,STATE_27_05,0.175406,4.065,1978.0,849.0
league_en,FUL - ARS,1x2_x_val,0.293888,0.2141,4.67,0.079788,0.079012,0.091186,0.079012,STATE_17_03,STATE_27_09,0.265598,3.719,1969.0,845.0
league_en,SUN - ARS,1x2_1_val,0.234918,0.1314,7.61,0.103518,0.078895,0.102627,0.078895,STATE_17_11,STATE_27_20,0.403262,3.974,1972.0,846.0
league_it,LAZ - UDI,1x2_1_val,0.53574,0.4237,2.36,0.11204,0.148467,0.078291,0.078291,STATE_17_11,STATE_27_13,0.12434,3.072,1978.0,848.0
league_en,LIV - EVE,1x2_1_val,0.66029,0.5618,1.78,0.09849,0.088123,0.078031,0.078031,STATE_17_10,STATE_27_11,0.151641,5.188,1976.0,847.0
league_it,CAG - COM,double_chance_1x_val,0.63601,0.5128,1.95,0.12321,0.112275,0.077815,0.077815,STATE_17_16,STATE_27_07,0.134629,4.078,1978.0,849.0
league_es,OSA - RMA,o_u_3_5_ov_val,0.290665,0.1754,5.7,0.115265,0.085752,0.077317,0.077317,STATE_17_13,STATE_27_20,0.342756,4.129,1979.0,849.0
league_en,EVE - ARS,1x2_1_val,0.241477,0.1642,6.09,0.077277,0.097628,0.080401,0.077277,STATE_17_03,STATE_27_05,0.254036,2.999,1971.0,845.0
league_it,COM - TOR,double_chance_x2_val,0.572541,0.4739,2.11,0.098641,0.076805,0.104741,0.076805,STATE_17_02,STATE_27_01,0.0973,2.688,1978.0,848.0
league_it,PAR - COM,double_chance_1x_val,0.632119,0.5556,1.8,0.076519,0.092309,0.093596,0.076519,STATE_17_01,STATE_27_02,0.068551,2.259,1978.0,849.0
league_it,GEN - INT,1x2_1_val,0.179406,0.084,11.9,0.095406,0.083216,0.075834,0.075834,STATE_17_08,STATE_27_18,0.641863,4.554,1978.0,848.0
league_it,PAR - INT,1x2_1_val,0.17799,0.084,11.9,0.09399,0.083216,0.075834,0.075834,STATE_17_08,STATE_27_18,0.683962,4.802,1978.0,848.0
league_it,PAR - NAP,1x2_1_val,0.179052,0.084,11.9,0.095052,0.083216,0.075834,0.075834,STATE_17_08,STATE_27_18,0.641863,4.554,1978.0,848.0
league_it,GEN - NAP,1x2_1_val,0.163128,0.084,11.9,0.079128,0.083216,0.075834,0.075834,STATE_17_08,STATE_27_18,0.669929,4.72,1978.0,848.0
league_it,LAZ - TOR,o_u_3_5_ov_val,0.277935,0.2024,4.94,0.075535,0.091647,0.081406,0.075535,STATE_17_06,STATE_27_13,0.245183,3.331,1979.0,849.0
league_it,CAG - INT,o_u_1_5_un_val,0.200212,0.1238,8.08,0.076412,0.086203,0.075046,0.075046,STATE_17_08,STATE_27_18,0.275289,2.723,1978.0,849.0
league_it,LAZ - JUV,1x2_1_val,0.353503,0.2591,3.86,0.094403,0.074642,0.088043,0.074642,STATE_17_12,STATE_27_09,0.124316,2.064,1978.0,848.0
league_en,EVE - LIV,1x2_2_val,0.53789,0.4566,2.19,0.08129,0.074563,0.08541,0.074563,STATE_17_11,STATE_27_13,0.23704,6.358,1976.0,848.0
league_es,VAL - RAY,1x2_1_val,0.494692,0.3937,2.54,0.100992,0.129927,0.074552,0.074552,STATE_17_03,STATE_27_06,0.120236,2.776,1978.0,848.0
league_it,COM - FIO,double_chance_x2_val,0.632696,0.5319,1.88,0.100796,0.106363,0.074422,0.074422,STATE_17_01,STATE_27_14,0.090755,2.848,1978.0,848.0
league_it,COM - CAG,1x2_2_val,0.26327,0.1534,6.52,0.10987,0.121269,0.074412,0.074412,STATE_17_02,STATE_27_13,0.291698,3.269,1978.0,848.0
league_en,EVE - NOT,1x2_2_val,0.308949,0.2347,4.26,0.074249,0.111061,0.097322,0.074249,STATE_17_02,STATE_27_02,0.13432,2.074,1971.0,845.0
league_en,EVE - FUL,1x2_2_val,0.308428,0.2347,4.26,0.073728,0.111061,0.097322,0.073728,STATE_17_02,STATE_27_02,0.160448,2.464,1976.0,848.0
league_en,ARS - NOT,1x2_x_val,0.254183,0.1805,5.54,0.073683,0.08956,0.088787,0.073683,STATE_17_08,STATE_27_03,0.222349,2.81,1966.0,843.0
league_en,ARS - LEE,double_chance_x2_val,0.39483,0.2865,3.49,0.10833,0.125538,0.073669,0.073669,STATE_17_04,STATE_27_11,0.185283,3.264,1976.0,848.0
league_es,VAL - ELC,o_u_4_5_ov_val,0.096923,0.0235,42.5,0.073423,0.073538,0.08511,0.073423,STATE_17_03,STATE_27_10,1.953475,5.267,1978.0,849.0
league_it,COM - MIL,1x2_2_val,0.477707,0.3774,2.65,0.100307,0.072535,0.098364,0.072535,STATE_17_03,STATE_27_06,0.153125,3.394,1978.0,848.0
